country,period,h_index,Variable_x,homi,Variable_y,road,Variable,suic
Afghanistan,2015,3.575,homi,14.44,road,4942.0,suic,3.57
Afghanistan,2015,3.575,homi,14.44,road,4942.0,suic,3.97
Afghanistan,2015,3.575,homi,14.44,road,4942.0,suic,4.34
Afghanistan,2015,3.575,homi,3.44,road,4942.0,suic,3.57
Afghanistan,2015,3.575,homi,3.44,road,4942.0,suic,3.97
Afghanistan,2015,3.575,homi,3.44,road,4942.0,suic,4.34
Afghanistan,2015,3.575,homi,9.09,road,4942.0,suic,3.57
Afghanistan,2015,3.575,homi,9.09,road,4942.0,suic,3.97
Afghanistan,2015,3.575,homi,9.09,road,4942.0,suic,4.34
Afghanistan,2016,3.36,homi,14.25,road,5240.0,suic,3.61
Afghanistan,2016,3.36,homi,14.25,road,5240.0,suic,4.01
Afghanistan,2016,3.36,homi,14.25,road,5240.0,suic,4.39
Afghanistan,2016,3.36,homi,3.48,road,5240.0,suic,3.61
Afghanistan,2016,3.36,homi,3.48,road,5240.0,suic,4.01
Afghanistan,2016,3.36,homi,3.48,road,5240.0,suic,4.39
Afghanistan,2016,3.36,homi,9.02,road,5240.0,suic,3.61
Afghanistan,2016,3.36,homi,9.02,road,5240.0,suic,4.01
Afghanistan,2016,3.36,homi,9.02,road,5240.0,suic,4.39
Afghanistan,2017,3.79399991035461,homi,13.16,road,5490.0,suic,3.44
Afghanistan,2017,3.79399991035461,homi,13.16,road,5490.0,suic,4.06
Afghanistan,2017,3.79399991035461,homi,13.16,road,5490.0,suic,4.64
Afghanistan,2017,3.79399991035461,homi,3.26,road,5490.0,suic,3.44
Afghanistan,2017,3.79399991035461,homi,3.26,road,5490.0,suic,4.06
Afghanistan,2017,3.79399991035461,homi,3.26,road,5490.0,suic,4.64
Afghanistan,2017,3.79399991035461,homi,8.35,road,5490.0,suic,3.44
Afghanistan,2017,3.79399991035461,homi,8.35,road,5490.0,suic,4.06
Afghanistan,2017,3.79399991035461,homi,8.35,road,5490.0,suic,4.64
Afghanistan,2018,3.632,homi,13.41,road,5295.0,suic,3.52
Afghanistan,2018,3.632,homi,13.41,road,5295.0,suic,4.06
Afghanistan,2018,3.632,homi,13.41,road,5295.0,suic,4.56
Afghanistan,2018,3.632,homi,3.36,road,5295.0,suic,3.52
Afghanistan,2018,3.632,homi,3.36,road,5295.0,suic,4.06
Afghanistan,2018,3.632,homi,3.36,road,5295.0,suic,4.56
Afghanistan,2018,3.632,homi,8.52,road,5295.0,suic,3.52
Afghanistan,2018,3.632,homi,8.52,road,5295.0,suic,4.06
Afghanistan,2018,3.632,homi,8.52,road,5295.0,suic,4.56
Afghanistan,2019,3.203,homi,13.29,road,6033.0,suic,3.61
Afghanistan,2019,3.203,homi,13.29,road,6033.0,suic,4.13
Afghanistan,2019,3.203,homi,13.29,road,6033.0,suic,4.63
Afghanistan,2019,3.203,homi,3.36,road,6033.0,suic,3.61
Afghanistan,2019,3.203,homi,3.36,road,6033.0,suic,4.13
Afghanistan,2019,3.203,homi,3.36,road,6033.0,suic,4.63
Afghanistan,2019,3.203,homi,8.46,road,6033.0,suic,3.61
Afghanistan,2019,3.203,homi,8.46,road,6033.0,suic,4.13
Afghanistan,2019,3.203,homi,8.46,road,6033.0,suic,4.63
Albania,2015,4.959,homi,2.32,road,398.0,suic,3.17
Albania,2015,4.959,homi,2.32,road,398.0,suic,4.76
Albania,2015,4.959,homi,2.32,road,398.0,suic,6.28
Albania,2015,4.959,homi,3.96,road,398.0,suic,3.17
Albania,2015,4.959,homi,3.96,road,398.0,suic,4.76
Albania,2015,4.959,homi,3.96,road,398.0,suic,6.28
Albania,2015,4.959,homi,5.54,road,398.0,suic,3.17
Albania,2015,4.959,homi,5.54,road,398.0,suic,4.76
Albania,2015,4.959,homi,5.54,road,398.0,suic,6.28
Albania,2016,4.655,homi,2.21,road,399.0,suic,3.05
Albania,2016,4.655,homi,2.21,road,399.0,suic,4.69
Albania,2016,4.655,homi,2.21,road,399.0,suic,6.27
Albania,2016,4.655,homi,3.78,road,399.0,suic,3.05
Albania,2016,4.655,homi,3.78,road,399.0,suic,4.69
Albania,2016,4.655,homi,3.78,road,399.0,suic,6.27
Albania,2016,4.655,homi,5.29,road,399.0,suic,3.05
Albania,2016,4.655,homi,5.29,road,399.0,suic,4.69
Albania,2016,4.655,homi,5.29,road,399.0,suic,6.27
Albania,2017,4.64400005340576,homi,2.0,road,329.9,suic,2.94
Albania,2017,4.64400005340576,homi,2.0,road,329.9,suic,4.67
Albania,2017,4.64400005340576,homi,2.0,road,329.9,suic,6.33
Albania,2017,4.64400005340576,homi,3.4,road,329.9,suic,2.94
Albania,2017,4.64400005340576,homi,3.4,road,329.9,suic,4.67
Albania,2017,4.64400005340576,homi,3.4,road,329.9,suic,6.33
Albania,2017,4.64400005340576,homi,4.74,road,329.9,suic,2.94
Albania,2017,4.64400005340576,homi,4.74,road,329.9,suic,4.67
Albania,2017,4.64400005340576,homi,4.74,road,329.9,suic,6.33
Albania,2018,4.586,homi,2.16,road,316.9,suic,2.8
Albania,2018,4.586,homi,2.16,road,316.9,suic,4.52
Albania,2018,4.586,homi,2.16,road,316.9,suic,6.18
Albania,2018,4.586,homi,3.67,road,316.9,suic,2.8
Albania,2018,4.586,homi,3.67,road,316.9,suic,4.52
Albania,2018,4.586,homi,3.67,road,316.9,suic,6.18
Albania,2018,4.586,homi,5.12,road,316.9,suic,2.8
Albania,2018,4.586,homi,5.12,road,316.9,suic,4.52
Albania,2018,4.586,homi,5.12,road,316.9,suic,6.18
Albania,2019,4.719,homi,2.1,road,337.1,suic,2.68
Albania,2019,4.719,homi,2.1,road,337.1,suic,4.34
Albania,2019,4.719,homi,2.1,road,337.1,suic,5.94
Albania,2019,4.719,homi,3.56,road,337.1,suic,2.68
Albania,2019,4.719,homi,3.56,road,337.1,suic,4.34
Albania,2019,4.719,homi,3.56,road,337.1,suic,5.94
Albania,2019,4.719,homi,4.97,road,337.1,suic,2.68
Albania,2019,4.719,homi,4.97,road,337.1,suic,4.34
Albania,2019,4.719,homi,4.97,road,337.1,suic,5.94
Algeria,2015,5.605,homi,0.77,road,8415.0,suic,1.99
Algeria,2015,5.605,homi,0.77,road,8415.0,suic,2.68
Algeria,2015,5.605,homi,0.77,road,8415.0,suic,3.36
Algeria,2015,5.605,homi,1.67,road,8415.0,suic,1.99
Algeria,2015,5.605,homi,1.67,road,8415.0,suic,2.68
Algeria,2015,5.605,homi,1.67,road,8415.0,suic,3.36
Algeria,2015,5.605,homi,2.54,road,8415.0,suic,1.99
Algeria,2015,5.605,homi,2.54,road,8415.0,suic,2.68
Algeria,2015,5.605,homi,2.54,road,8415.0,suic,3.36
Algeria,2016,6.355,homi,0.77,road,8538.0,suic,1.91
Algeria,2016,6.355,homi,0.77,road,8538.0,suic,2.55
Algeria,2016,6.355,homi,0.77,road,8538.0,suic,3.18
Algeria,2016,6.355,homi,1.66,road,8538.0,suic,1.91
Algeria,2016,6.355,homi,1.66,road,8538.0,suic,2.55
Algeria,2016,6.355,homi,1.66,road,8538.0,suic,3.18
Algeria,2016,6.355,homi,2.53,road,8538.0,suic,1.91
Algeria,2016,6.355,homi,2.53,road,8538.0,suic,2.55
Algeria,2016,6.355,homi,2.53,road,8538.0,suic,3.18
Algeria,2017,5.87200021743774,homi,0.77,road,8698.0,suic,1.86
Algeria,2017,5.87200021743774,homi,0.77,road,8698.0,suic,2.46
Algeria,2017,5.87200021743774,homi,0.77,road,8698.0,suic,3.05
Algeria,2017,5.87200021743774,homi,1.65,road,8698.0,suic,1.86
Algeria,2017,5.87200021743774,homi,1.65,road,8698.0,suic,2.46
Algeria,2017,5.87200021743774,homi,1.65,road,8698.0,suic,3.05
Algeria,2017,5.87200021743774,homi,2.51,road,8698.0,suic,1.86
Algeria,2017,5.87200021743774,homi,2.51,road,8698.0,suic,2.46
Algeria,2017,5.87200021743774,homi,2.51,road,8698.0,suic,3.05
Algeria,2018,5.295,homi,0.77,road,8849.0,suic,1.86
Algeria,2018,5.295,homi,0.77,road,8849.0,suic,2.48
Algeria,2018,5.295,homi,0.77,road,8849.0,suic,3.09
Algeria,2018,5.295,homi,1.64,road,8849.0,suic,1.86
Algeria,2018,5.295,homi,1.64,road,8849.0,suic,2.48
Algeria,2018,5.295,homi,1.64,road,8849.0,suic,3.09
Algeria,2018,5.295,homi,2.48,road,8849.0,suic,1.86
Algeria,2018,5.295,homi,2.48,road,8849.0,suic,2.48
Algeria,2018,5.295,homi,2.48,road,8849.0,suic,3.09
Algeria,2019,5.211,homi,0.78,road,8996.0,suic,1.83
Algeria,2019,5.211,homi,0.78,road,8996.0,suic,2.49
Algeria,2019,5.211,homi,0.78,road,8996.0,suic,3.13
Algeria,2019,5.211,homi,1.66,road,8996.0,suic,1.83
Algeria,2019,5.211,homi,1.66,road,8996.0,suic,2.49
Algeria,2019,5.211,homi,1.66,road,8996.0,suic,3.13
Algeria,2019,5.211,homi,2.51,road,8996.0,suic,1.83
Algeria,2019,5.211,homi,2.51,road,8996.0,suic,2.49
Algeria,2019,5.211,homi,2.51,road,8996.0,suic,3.13
Argentina,2015,6.574,homi,1.98,road,5980.0,suic,13.59
Argentina,2015,6.574,homi,1.98,road,5980.0,suic,3.27
Argentina,2015,6.574,homi,1.98,road,5980.0,suic,8.3
Argentina,2015,6.574,homi,10.99,road,5980.0,suic,13.59
Argentina,2015,6.574,homi,10.99,road,5980.0,suic,3.27
Argentina,2015,6.574,homi,10.99,road,5980.0,suic,8.3
Argentina,2015,6.574,homi,6.37,road,5980.0,suic,13.59
Argentina,2015,6.574,homi,6.37,road,5980.0,suic,3.27
Argentina,2015,6.574,homi,6.37,road,5980.0,suic,8.3
Argentina,2016,6.65,homi,1.93,road,6119.0,suic,13.68
Argentina,2016,6.65,homi,1.93,road,6119.0,suic,3.13
Argentina,2016,6.65,homi,1.93,road,6119.0,suic,8.27
Argentina,2016,6.65,homi,10.75,road,6119.0,suic,13.68
Argentina,2016,6.65,homi,10.75,road,6119.0,suic,3.13
Argentina,2016,6.65,homi,10.75,road,6119.0,suic,8.27
Argentina,2016,6.65,homi,6.23,road,6119.0,suic,13.68
Argentina,2016,6.65,homi,6.23,road,6119.0,suic,3.13
Argentina,2016,6.65,homi,6.23,road,6119.0,suic,8.27
Argentina,2017,6.59899997711182,homi,1.97,road,6151.0,suic,14.46
Argentina,2017,6.59899997711182,homi,1.97,road,6151.0,suic,3.54
Argentina,2017,6.59899997711182,homi,1.97,road,6151.0,suic,8.86
Argentina,2017,6.59899997711182,homi,10.95,road,6151.0,suic,14.46
Argentina,2017,6.59899997711182,homi,10.95,road,6151.0,suic,3.54
Argentina,2017,6.59899997711182,homi,10.95,road,6151.0,suic,8.86
Argentina,2017,6.59899997711182,homi,6.35,road,6151.0,suic,14.46
Argentina,2017,6.59899997711182,homi,6.35,road,6151.0,suic,3.54
Argentina,2017,6.59899997711182,homi,6.35,road,6151.0,suic,8.86
Argentina,2018,6.388,homi,1.88,road,6021.0,suic,15.06
Argentina,2018,6.388,homi,1.88,road,6021.0,suic,3.56
Argentina,2018,6.388,homi,1.88,road,6021.0,suic,9.17
Argentina,2018,6.388,homi,10.48,road,6021.0,suic,15.06
Argentina,2018,6.388,homi,10.48,road,6021.0,suic,3.56
Argentina,2018,6.388,homi,10.48,road,6021.0,suic,9.17
Argentina,2018,6.388,homi,6.08,road,6021.0,suic,15.06
Argentina,2018,6.388,homi,6.08,road,6021.0,suic,3.56
Argentina,2018,6.388,homi,6.08,road,6021.0,suic,9.17
Argentina,2019,6.086,homi,1.88,road,6298.0,suic,13.67
Argentina,2019,6.086,homi,1.88,road,6298.0,suic,3.32
Argentina,2019,6.086,homi,1.88,road,6298.0,suic,8.37
Argentina,2019,6.086,homi,10.45,road,6298.0,suic,13.67
Argentina,2019,6.086,homi,10.45,road,6298.0,suic,3.32
Argentina,2019,6.086,homi,10.45,road,6298.0,suic,8.37
Argentina,2019,6.086,homi,6.06,road,6298.0,suic,13.67
Argentina,2019,6.086,homi,6.06,road,6298.0,suic,3.32
Argentina,2019,6.086,homi,6.06,road,6298.0,suic,8.37
Armenia,2015,4.35,homi,1.57,road,490.0,suic,3.71
Armenia,2015,4.35,homi,1.57,road,490.0,suic,6.15
Armenia,2015,4.35,homi,1.57,road,490.0,suic,8.9
Armenia,2015,4.35,homi,3.88,road,490.0,suic,3.71
Armenia,2015,4.35,homi,3.88,road,490.0,suic,6.15
Armenia,2015,4.35,homi,3.88,road,490.0,suic,8.9
Armenia,2015,4.35,homi,6.48,road,490.0,suic,3.71
Armenia,2015,4.35,homi,6.48,road,490.0,suic,6.15
Armenia,2015,4.35,homi,6.48,road,490.0,suic,8.9
Armenia,2016,4.36,homi,1.52,road,461.0,suic,2.58
Armenia,2016,4.36,homi,1.52,road,461.0,suic,5.71
Armenia,2016,4.36,homi,1.52,road,461.0,suic,9.23
Armenia,2016,4.36,homi,3.8,road,461.0,suic,2.58
Armenia,2016,4.36,homi,3.8,road,461.0,suic,5.71
Armenia,2016,4.36,homi,3.8,road,461.0,suic,9.23
Armenia,2016,4.36,homi,6.36,road,461.0,suic,2.58
Armenia,2016,4.36,homi,6.36,road,461.0,suic,5.71
Armenia,2016,4.36,homi,6.36,road,461.0,suic,9.23
Armenia,2017,4.37599992752075,homi,1.5,road,482.8,suic,0.72
Armenia,2017,4.37599992752075,homi,1.5,road,482.8,suic,2.99
Armenia,2017,4.37599992752075,homi,1.5,road,482.8,suic,5.54
Armenia,2017,4.37599992752075,homi,3.76,road,482.8,suic,0.72
Armenia,2017,4.37599992752075,homi,3.76,road,482.8,suic,2.99
Armenia,2017,4.37599992752075,homi,3.76,road,482.8,suic,5.54
Armenia,2017,4.37599992752075,homi,6.3,road,482.8,suic,0.72
Armenia,2017,4.37599992752075,homi,6.3,road,482.8,suic,2.99
Armenia,2017,4.37599992752075,homi,6.3,road,482.8,suic,5.54
Armenia,2018,4.321,homi,1.52,road,601.8,suic,0.89
Armenia,2018,4.321,homi,1.52,road,601.8,suic,2.08
Armenia,2018,4.321,homi,1.52,road,601.8,suic,3.42
Armenia,2018,4.321,homi,3.82,road,601.8,suic,0.89
Armenia,2018,4.321,homi,3.82,road,601.8,suic,2.08
Armenia,2018,4.321,homi,3.82,road,601.8,suic,3.42
Armenia,2018,4.321,homi,6.41,road,601.8,suic,0.89
Armenia,2018,4.321,homi,6.41,road,601.8,suic,2.08
Armenia,2018,4.321,homi,6.41,road,601.8,suic,3.42
Armenia,2019,4.559,homi,1.5,road,590.1,suic,1.3
Armenia,2019,4.559,homi,1.5,road,590.1,suic,3.32
Armenia,2019,4.559,homi,1.5,road,590.1,suic,5.58
Armenia,2019,4.559,homi,3.78,road,590.1,suic,1.3
Armenia,2019,4.559,homi,3.78,road,590.1,suic,3.32
Armenia,2019,4.559,homi,3.78,road,590.1,suic,5.58
Armenia,2019,4.559,homi,6.35,road,590.1,suic,1.3
Armenia,2019,4.559,homi,6.35,road,590.1,suic,3.32
Armenia,2019,4.559,homi,6.35,road,590.1,suic,5.58
Australia,2015,7.284,homi,0.74,road,1243.0,suic,13.22
Australia,2015,7.284,homi,0.74,road,1243.0,suic,19.74
Australia,2015,7.284,homi,0.74,road,1243.0,suic,6.76
Australia,2015,7.284,homi,1.14,road,1243.0,suic,13.22
Australia,2015,7.284,homi,1.14,road,1243.0,suic,19.74
Australia,2015,7.284,homi,1.14,road,1243.0,suic,6.76
Australia,2015,7.284,homi,1.53,road,1243.0,suic,13.22
Australia,2015,7.284,homi,1.53,road,1243.0,suic,19.74
Australia,2015,7.284,homi,1.53,road,1243.0,suic,6.76
Australia,2016,7.313,homi,0.7,road,1351.0,suic,12.17
Australia,2016,7.313,homi,0.7,road,1351.0,suic,18.02
Australia,2016,7.313,homi,0.7,road,1351.0,suic,6.37
Australia,2016,7.313,homi,0.99,road,1351.0,suic,12.17
Australia,2016,7.313,homi,0.99,road,1351.0,suic,18.02
Australia,2016,7.313,homi,0.99,road,1351.0,suic,6.37
Australia,2016,7.313,homi,1.28,road,1351.0,suic,12.17
Australia,2016,7.313,homi,1.28,road,1351.0,suic,18.02
Australia,2016,7.313,homi,1.28,road,1351.0,suic,6.37
Australia,2017,7.28399991989136,homi,0.69,road,1277.0,suic,13.13
Australia,2017,7.28399991989136,homi,0.69,road,1277.0,suic,19.46
Australia,2017,7.28399991989136,homi,0.69,road,1277.0,suic,6.86
Australia,2017,7.28399991989136,homi,0.99,road,1277.0,suic,13.13
Australia,2017,7.28399991989136,homi,0.99,road,1277.0,suic,19.46
Australia,2017,7.28399991989136,homi,0.99,road,1277.0,suic,6.86
Australia,2017,7.28399991989136,homi,1.29,road,1277.0,suic,13.13
Australia,2017,7.28399991989136,homi,1.29,road,1277.0,suic,19.46
Australia,2017,7.28399991989136,homi,1.29,road,1277.0,suic,6.86
Australia,2018,7.272,homi,0.69,road,1193.0,suic,12.45
Australia,2018,7.272,homi,0.69,road,1193.0,suic,18.73
Australia,2018,7.272,homi,0.69,road,1193.0,suic,6.21
Australia,2018,7.272,homi,0.99,road,1193.0,suic,12.45
Australia,2018,7.272,homi,0.99,road,1193.0,suic,18.73
Australia,2018,7.272,homi,0.99,road,1193.0,suic,6.21
Australia,2018,7.272,homi,1.3,road,1193.0,suic,12.45
Australia,2018,7.272,homi,1.3,road,1193.0,suic,18.73
Australia,2018,7.272,homi,1.3,road,1193.0,suic,6.21
Australia,2019,7.228,homi,0.66,road,1245.0,suic,12.5
Australia,2019,7.228,homi,0.66,road,1245.0,suic,18.62
Australia,2019,7.228,homi,0.66,road,1245.0,suic,6.42
Australia,2019,7.228,homi,0.97,road,1245.0,suic,12.5
Australia,2019,7.228,homi,0.97,road,1245.0,suic,18.62
Australia,2019,7.228,homi,0.97,road,1245.0,suic,6.42
Australia,2019,7.228,homi,1.27,road,1245.0,suic,12.5
Australia,2019,7.228,homi,1.27,road,1245.0,suic,18.62
Australia,2019,7.228,homi,1.27,road,1245.0,suic,6.42
Austria,2015,7.2,homi,0.58,road,494.0,suic,16.0
Austria,2015,7.2,homi,0.58,road,494.0,suic,24.75
Austria,2015,7.2,homi,0.58,road,494.0,suic,7.6
Austria,2015,7.2,homi,0.64,road,494.0,suic,16.0
Austria,2015,7.2,homi,0.64,road,494.0,suic,24.75
Austria,2015,7.2,homi,0.64,road,494.0,suic,7.6
Austria,2015,7.2,homi,0.7,road,494.0,suic,16.0
Austria,2015,7.2,homi,0.7,road,494.0,suic,24.75
Austria,2015,7.2,homi,0.7,road,494.0,suic,7.6
Austria,2016,7.119,homi,0.5,road,452.0,suic,15.53
Austria,2016,7.119,homi,0.5,road,452.0,suic,23.64
Austria,2016,7.119,homi,0.5,road,452.0,suic,7.73
Austria,2016,7.119,homi,0.53,road,452.0,suic,15.53
Austria,2016,7.119,homi,0.53,road,452.0,suic,23.64
Austria,2016,7.119,homi,0.53,road,452.0,suic,7.73
Austria,2016,7.119,homi,0.56,road,452.0,suic,15.53
Austria,2016,7.119,homi,0.56,road,452.0,suic,23.64
Austria,2016,7.119,homi,0.56,road,452.0,suic,7.73
Austria,2017,7.00600004196167,homi,0.51,road,433.7,suic,15.35
Austria,2017,7.00600004196167,homi,0.51,road,433.7,suic,24.45
Austria,2017,7.00600004196167,homi,0.51,road,433.7,suic,6.57
Austria,2017,7.00600004196167,homi,0.53,road,433.7,suic,15.35
Austria,2017,7.00600004196167,homi,0.53,road,433.7,suic,24.45
Austria,2017,7.00600004196167,homi,0.53,road,433.7,suic,6.57
Austria,2017,7.00600004196167,homi,0.56,road,433.7,suic,15.35
Austria,2017,7.00600004196167,homi,0.56,road,433.7,suic,24.45
Austria,2017,7.00600004196167,homi,0.56,road,433.7,suic,6.57
Austria,2018,7.139,homi,0.51,road,428.6,suic,15.74
Austria,2018,7.139,homi,0.51,road,428.6,suic,24.92
Austria,2018,7.139,homi,0.51,road,428.6,suic,6.86
Austria,2018,7.139,homi,0.54,road,428.6,suic,15.74
Austria,2018,7.139,homi,0.54,road,428.6,suic,24.92
Austria,2018,7.139,homi,0.54,road,428.6,suic,6.86
Austria,2018,7.139,homi,0.57,road,428.6,suic,15.74
Austria,2018,7.139,homi,0.57,road,428.6,suic,24.92
Austria,2018,7.139,homi,0.57,road,428.6,suic,6.86
Austria,2019,7.246,homi,0.5,road,435.7,suic,14.6
Austria,2019,7.246,homi,0.5,road,435.7,suic,22.79
Austria,2019,7.246,homi,0.5,road,435.7,suic,6.65
Austria,2019,7.246,homi,0.52,road,435.7,suic,14.6
Austria,2019,7.246,homi,0.52,road,435.7,suic,22.79
Austria,2019,7.246,homi,0.52,road,435.7,suic,6.65
Austria,2019,7.246,homi,0.55,road,435.7,suic,14.6
Austria,2019,7.246,homi,0.55,road,435.7,suic,22.79
Austria,2019,7.246,homi,0.55,road,435.7,suic,6.65
Azerbaijan,2015,5.212,homi,1.11,road,995.0,suic,1.61
Azerbaijan,2015,5.212,homi,1.11,road,995.0,suic,4.07
Azerbaijan,2015,5.212,homi,1.11,road,995.0,suic,6.55
Azerbaijan,2015,5.212,homi,2.63,road,995.0,suic,1.61
Azerbaijan,2015,5.212,homi,2.63,road,995.0,suic,4.07
Azerbaijan,2015,5.212,homi,2.63,road,995.0,suic,6.55
Azerbaijan,2015,5.212,homi,4.15,road,995.0,suic,1.61
Azerbaijan,2015,5.212,homi,4.15,road,995.0,suic,4.07
Azerbaijan,2015,5.212,homi,4.15,road,995.0,suic,6.55
Azerbaijan,2016,5.291,homi,1.07,road,845.0,suic,1.59
Azerbaijan,2016,5.291,homi,1.07,road,845.0,suic,3.99
Azerbaijan,2016,5.291,homi,1.07,road,845.0,suic,6.41
Azerbaijan,2016,5.291,homi,2.53,road,845.0,suic,1.59
Azerbaijan,2016,5.291,homi,2.53,road,845.0,suic,3.99
Azerbaijan,2016,5.291,homi,2.53,road,845.0,suic,6.41
Azerbaijan,2016,5.291,homi,4.0,road,845.0,suic,1.59
Azerbaijan,2016,5.291,homi,4.0,road,845.0,suic,3.99
Azerbaijan,2016,5.291,homi,4.0,road,845.0,suic,6.41
Azerbaijan,2017,5.23400020599365,homi,1.04,road,835.0,suic,1.58
Azerbaijan,2017,5.23400020599365,homi,1.04,road,835.0,suic,3.98
Azerbaijan,2017,5.23400020599365,homi,1.04,road,835.0,suic,6.39
Azerbaijan,2017,5.23400020599365,homi,2.46,road,835.0,suic,1.58
Azerbaijan,2017,5.23400020599365,homi,2.46,road,835.0,suic,3.98
Azerbaijan,2017,5.23400020599365,homi,2.46,road,835.0,suic,6.39
Azerbaijan,2017,5.23400020599365,homi,3.89,road,835.0,suic,1.58
Azerbaijan,2017,5.23400020599365,homi,3.89,road,835.0,suic,3.98
Azerbaijan,2017,5.23400020599365,homi,3.89,road,835.0,suic,6.39
Azerbaijan,2018,5.201,homi,1.08,road,804.0,suic,1.56
Azerbaijan,2018,5.201,homi,1.08,road,804.0,suic,4.03
Azerbaijan,2018,5.201,homi,1.08,road,804.0,suic,6.51
Azerbaijan,2018,5.201,homi,2.52,road,804.0,suic,1.56
Azerbaijan,2018,5.201,homi,2.52,road,804.0,suic,4.03
Azerbaijan,2018,5.201,homi,2.52,road,804.0,suic,6.51
Azerbaijan,2018,5.201,homi,3.97,road,804.0,suic,1.56
Azerbaijan,2018,5.201,homi,3.97,road,804.0,suic,4.03
Azerbaijan,2018,5.201,homi,3.97,road,804.0,suic,6.51
Azerbaijan,2019,5.208,homi,1.07,road,676.4,suic,1.56
Azerbaijan,2019,5.208,homi,1.07,road,676.4,suic,4.09
Azerbaijan,2019,5.208,homi,1.07,road,676.4,suic,6.64
Azerbaijan,2019,5.208,homi,2.5,road,676.4,suic,1.56
Azerbaijan,2019,5.208,homi,2.5,road,676.4,suic,4.09
Azerbaijan,2019,5.208,homi,2.5,road,676.4,suic,6.64
Azerbaijan,2019,5.208,homi,3.94,road,676.4,suic,1.56
Azerbaijan,2019,5.208,homi,3.94,road,676.4,suic,4.09
Azerbaijan,2019,5.208,homi,3.94,road,676.4,suic,6.64
Bahrain,2015,5.96,homi,0.47,road,103.0,suic,10.43
Bahrain,2015,5.96,homi,0.47,road,103.0,suic,2.49
Bahrain,2015,5.96,homi,0.47,road,103.0,suic,7.39
Bahrain,2015,5.96,homi,0.52,road,103.0,suic,10.43
Bahrain,2015,5.96,homi,0.52,road,103.0,suic,2.49
Bahrain,2015,5.96,homi,0.52,road,103.0,suic,7.39
Bahrain,2015,5.96,homi,0.55,road,103.0,suic,10.43
Bahrain,2015,5.96,homi,0.55,road,103.0,suic,2.49
Bahrain,2015,5.96,homi,0.55,road,103.0,suic,7.39
Bahrain,2016,6.218,homi,0.33,road,99.0,suic,10.86
Bahrain,2016,6.218,homi,0.33,road,99.0,suic,2.4
Bahrain,2016,6.218,homi,0.33,road,99.0,suic,7.66
Bahrain,2016,6.218,homi,0.36,road,99.0,suic,10.86
Bahrain,2016,6.218,homi,0.36,road,99.0,suic,2.4
Bahrain,2016,6.218,homi,0.36,road,99.0,suic,7.66
Bahrain,2016,6.218,homi,0.38,road,99.0,suic,10.86
Bahrain,2016,6.218,homi,0.38,road,99.0,suic,2.4
Bahrain,2016,6.218,homi,0.38,road,99.0,suic,7.66
Bahrain,2017,6.08699989318848,homi,0.2,road,92.45,suic,11.44
Bahrain,2017,6.08699989318848,homi,0.2,road,92.45,suic,2.36
Bahrain,2017,6.08699989318848,homi,0.2,road,92.45,suic,8.08
Bahrain,2017,6.08699989318848,homi,0.22,road,92.45,suic,11.44
Bahrain,2017,6.08699989318848,homi,0.22,road,92.45,suic,2.36
Bahrain,2017,6.08699989318848,homi,0.22,road,92.45,suic,8.08
Bahrain,2017,6.08699989318848,homi,0.23,road,92.45,suic,11.44
Bahrain,2017,6.08699989318848,homi,0.23,road,92.45,suic,2.36
Bahrain,2017,6.08699989318848,homi,0.23,road,92.45,suic,8.08
Bahrain,2018,6.105,homi,0.31,road,88.83,suic,12.1
Bahrain,2018,6.105,homi,0.31,road,88.83,suic,2.37
Bahrain,2018,6.105,homi,0.31,road,88.83,suic,8.56
Bahrain,2018,6.105,homi,0.34,road,88.83,suic,12.1
Bahrain,2018,6.105,homi,0.34,road,88.83,suic,2.37
Bahrain,2018,6.105,homi,0.34,road,88.83,suic,8.56
Bahrain,2018,6.105,homi,0.36,road,88.83,suic,12.1
Bahrain,2018,6.105,homi,0.36,road,88.83,suic,2.37
Bahrain,2018,6.105,homi,0.36,road,88.83,suic,8.56
Bahrain,2019,6.199,homi,0.28,road,84.96,suic,12.47
Bahrain,2019,6.199,homi,0.28,road,84.96,suic,2.37
Bahrain,2019,6.199,homi,0.28,road,84.96,suic,8.86
Bahrain,2019,6.199,homi,0.31,road,84.96,suic,12.47
Bahrain,2019,6.199,homi,0.31,road,84.96,suic,2.37
Bahrain,2019,6.199,homi,0.31,road,84.96,suic,8.86
Bahrain,2019,6.199,homi,0.33,road,84.96,suic,12.47
Bahrain,2019,6.199,homi,0.33,road,84.96,suic,2.37
Bahrain,2019,6.199,homi,0.33,road,84.96,suic,8.86
Bangladesh,2015,4.694,homi,1.76,road,24708.0,suic,1.79
Bangladesh,2015,4.694,homi,1.76,road,24708.0,suic,3.41
Bangladesh,2015,4.694,homi,1.76,road,24708.0,suic,4.99
Bangladesh,2015,4.694,homi,2.99,road,24708.0,suic,1.79
Bangladesh,2015,4.694,homi,2.99,road,24708.0,suic,3.41
Bangladesh,2015,4.694,homi,2.99,road,24708.0,suic,4.99
Bangladesh,2015,4.694,homi,4.18,road,24708.0,suic,1.79
Bangladesh,2015,4.694,homi,4.18,road,24708.0,suic,3.41
Bangladesh,2015,4.694,homi,4.18,road,24708.0,suic,4.99
Bangladesh,2016,4.643,homi,1.62,road,24954.0,suic,1.69
